📺央视频道,#genre#
贵州卫视,http://114.252.236.205:8000/rtp/239.3.1.149:8076
贵州卫视,http://114.240.224.31:3000/rtp/239.3.1.149:8076
贵州卫视,http://114.253.57.101:10000/rtp/239.3.1.149:8076
贵州卫视,http://183.66.15.138:4070/rtp/235.254.198.30:1396
贵州卫视,http://112.255.69.58:6666/rtp/239.253.254.113:8000
贵州卫视,http://49.79.3.119:8890/rtp/239.49.8.174:6000
贵州卫视,http://117.86.49.151:7777/rtp/239.49.8.174:6000
贵州卫视,http://117.86.50.46:7777/rtp/239.49.8.174:6000
海南卫视,http://114.95.156.205:4022/rtp/239.45.1.81:5140
海南卫视,http://123.157.31.182:7912/rtp/233.50.201.55:5140
海南卫视,http://114.252.236.205:8000/rtp/239.3.1.45:8304
海南卫视,http://114.240.224.31:3000/rtp/239.3.1.45:8304
海南卫视,http://114.253.57.101:10000/rtp/239.3.1.45:8304
海南卫视,http://112.255.69.58:6666/rtp/239.253.254.179:8000
海南卫视,http://49.79.3.119:8890/rtp/239.49.8.212:6000
海南卫视,http://117.86.49.151:7777/rtp/239.49.8.212:6000
海南卫视,http://117.86.50.46:7777/rtp/239.49.8.212:6000
海南卫视,http://121.238.91.151:8888/rtp/239.49.8.212:6000
